Etapa,Componente,Rede,Edição,Proficiência Média,Desvio Padrão,Indicação do Padrão de Desempenho,% Não Alfabetizado,% Alfabetização Incompleta,% Intermediário (2º Ano),% Suficiente,% Desejável,% Muito Crítico,% Crítico,% Intermediário,% Adequado,Nº de Alunos Previstos,Nº de Alunos Avaliados,Participação (%)
9º Ano do Ensino Fundamental,Matemática,MUNICIPAL,2017,254.785383051226,51.3715678669299,Crítico,,,,,,31.8528443030202,34.6697928878468,23.1306872104058,10.3466755987272,89862,89565,99.6694932229418
9º Ano do Ensino Fundamental,Matemática,ESTADUAL,2018,241.416267647821,46.8844089771421,Crítico,,,,,,41.1793431815407,36.0273470882676,17.6901477231107,5.10316200708094,8826,8191,92.8053478359393
9º Ano do Ensino Fundamental,Matemática,MUNICIPAL,2018,261.663054500076,53.4305626722831,Crítico,,,,,,27.7878831839841,34.0638984053297,24.8027585899053,13.3454598207809,89477,89611,100.149759155984
9º Ano do Ensino Fundamental,Matemática,ESTADUAL,2019,238.544565124611,46.9898453977328,Crítico,,,,,,42.6682901374152,36.9803444077231,15.2896155853192,5.06174986954253,6529,5749,88.0533006586001
9º Ano do Ensino Fundamental,Matemática,MUNICIPAL,2019,263.400898511143,54.7836604449051,Crítico,,,,,,27.3613794817903,33.9853328361413,23.6188797360362,15.0344079460321,88058,88497,100.49853505644
9º Ano do Ensino Fundamental,Matemática,ESTADUAL,SPAECE DIAGNÓSTICO,247.0,,Crítico,,,,,,37.0,37.0,20.0,7.0,3610,3009,83.0
9º Ano do Ensino Fundamental,Matemática,MUNICIPAL,SPAECE DIAGNÓSTICO,243.0,,Crítico,,,,,,39.0,37.0,20.0,4.0,119231,104685,88.0
9º Ano do Ensino Fundamental,Matemática,ESTADUAL,SPAECE FINAL (2022),245.245356501433,52.8405754723871,Crítico,,,,,,39.7783933518006,33.4072022160665,17.9778393351801,8.83656509695291,4026,3610,89.66716343765523
9º Ano do Ensino Fundamental,Matemática,MUNICIPAL,SPAECE FINAL (2022),260.526198356172,56.7606958060278,Crítico,,,,,,29.9210797209196,31.6291128140608,24.0640131152541,14.3857943497655,104611,104916,100.2915563372877
3ª Série do Ensino Médio,Língua Portuguesa,ESTADUAL,2008,235.4,45.7,Crítico,,,,,,42.8,36.8,17.6,2.8,92651,66163,71.4
3ª Série do Ensino Médio,Língua Portuguesa,ESTADUAL,2009,251.6,46.2,Crítico,,,,,,29.9,38.6,25.7,5.9,95326,74323,78.0
3ª Série do Ensino Médio,Língua Portuguesa,ESTADUAL,2010,260.9,45.7,Crítico,,,,,,22.5,37.9,31.8,7.8,95697,82453,86.2
3ª Série do Ensino Médio,Língua Portuguesa,ESTADUAL,2011,260.4,46.9,Crítico,,,,,,24.4,36.1,30.9,8.6,98569,82549,83.7
3ª Série do Ensino Médio,Língua Portuguesa,ESTADUAL,2012,251.6244551106275,48.06674310527389,Crítico,,,,,,31.18183505824477,35.57803870608437,26.68817004687428,6.551956188796584,101105,86188,85.24603135354334
3ª Série do Ensino Médio,Língua Portuguesa,ESTADUAL,2013,257.6451439998361,47.10426079337599,Crítico,,,,,,25.41699929015899,36.49241007502484,30.95771758248356,7.132873052335979,97820,29120,100.0
3ª Série do Ensino Médio,Língua Portuguesa,ESTADUAL,2014,263.5607021320367,47.38773791471787,Crítico,,,,,,21.56271079298548,35.59931118247182,33.39982099730746,9.43815702723561,97654,31696,92.08276488713192
3ª Série do Ensino Médio,Língua Portuguesa,ESTADUAL,2016,265.8664427277583,46.61995470532939,Crítico,,,,,,19.79179668971715,35.72159672466735,34.34855331153107,10.13805327408443,94554,80114,84.72830340334625
3ª Série do Ensino Médio,Língua Portuguesa,ESTADUAL,2017,272.793676466314,46.2764601480277,Crítico,,,,,,15.9857924502276,33.5877511609729,37.5477033426824,12.8787530461171,92825,86996,93.7204416913547
3ª Série do Ensino Médio,Língua Portuguesa,ESTADUAL,2018,271.633427403525,45.6083198066629,Crítico,,,,,,16.3891303863216,34.9483938563053,36.2558238034731,12.4066519539,94792,89718,94.6472276141447
3ª Série do Ensino Médio,Língua Portuguesa,ESTADUAL,2019,278.618011747431,45.455475786811,Intermediário,,,,,,13.0204244060359,31.5906084300418,39.7657485184508,15.6232186454715,96200,92977,96.6496881496881
3ª Série do Ensino Médio,Língua Portuguesa,ESTADUAL,SPAECE DIAGNÓSTICO,268.20484208,46.97612591,Crítico,,,,,,18.83197174,35.25502318,34.92382425,10.98918083,113640,90580,79.70784935
3ª Série do Ensino Médio,Língua Portuguesa,ESTADUAL,SPAECE FINAL (2022),276.615915609045,47.1108810833021,Intermediário,,,,,,14.5443430324221,31.5082744345177,38.3734274284366,15.5739551046236,98068,93240,95.0768854264388
3ª Série do Ensino Médio,Matemática,ESTADUAL,2008,247.9,46.5,Muito Crítico,,,,,,55.7,30.0,11.7,2.5,92651,66163,71.4
3ª Série do Ensino Médio,Matemática,ESTADUAL,2009,260.4,48.5,Crítico,,,,,,45.3,34.1,16.0,4.7,95326,74323,78.0
3ª Série do Ensino Médio,Matemática,ESTADUAL,2010,260.0,49.8,Crítico,,,,,,46.3,32.8,15.5,5.4,95697,82475,86.2
3ª Série do Ensino Médio,Matemática,ESTADUAL,2011,264.6,52.0,Crítico,,,,,,42.8,32.7,17.8,6.7,98569,82549,83.7
3ª Série do Ensino Médio,Matemática,ESTADUAL,2012,260.7055811852911,53.09561702279913,Crítico,,,,,,47.81292059219381,29.19199888615584,16.43616280688727,6.558917714763076,101105,86188,85.24603135354334
3ª Série do Ensino Médio,Matemática,ESTADUAL,2013,267.7692169756029,54.09758718068091,Crítico,,,,,,39.71663627658123,33.98183844969858,18.42253390227308,7.878991371447361,97820,29124,100.0
3ª Série do Ensino Médio,Matemática,ESTADUAL,2014,266.3460806795366,52.5725025109829,Crítico,,,,,,42.22983987758885,33.61654591701701,16.02808393207362,8.125530273320177,97654,31695,92.08211675344047
3ª Série do Ensino Médio,Matemática,ESTADUAL,2016,265.3529468305097,48.73063903879458,Crítico,,,,,,48.43718793688836,29.55362492510485,14.27751148392251,7.731675654084282,94554,80112,84.7261882099118
3ª Série do Ensino Médio,Matemática,ESTADUAL,2017,269.062350157076,50.8979876633159,Crítico,,,,,,44.9790794979079,31.2083314175364,14.8834429169157,8.92914616763989,92825,86996,93.7204416913547
3ª Série do Ensino Médio,Matemática,ESTADUAL,2018,272.469593395174,52.9412055382814,Crítico,,,,,,41.1067766384307,32.6292911279536,16.0153811859117,10.248551047704,94792,89720,94.6493374968352
3ª Série do Ensino Médio,Matemática,ESTADUAL,2019,274.580384123055,54.5750330938441,Crítico,,,,,,40.8238330823833,31.9713916971392,15.5775435577544,11.6272316627232,96200,92980,96.6528066528067
3ª Série do Ensino Médio,Matemática,ESTADUAL,SPAECE DIAGNÓSTICO,265.5468335,48.0069972,Crítico,,,,,,41.63621308,36.37537952,16.13138283,5.85702457,113640,90575,79.70344949
3ª Série do Ensino Médio,Matemática,ESTADUAL,SPAECE FINAL (2022),274.44005441537,52.918496688269,Crítico,,,,,,35.0784048737585,35.8828324431002,19.7985713366369,9.24019134650449,98068,93236,95.0728066239752
